song_id,cleaned_lyrics
Adam Jensen - The Mystic,music got a head full of spiders and a heart that isnt here in a room full of lighters all my demons we appear boking cigarettes and bullied homes want more to the chest and im alone nothing gets me any higher and nothing ever will try to stay so much
Adam Jensen - The Mystic,stay clean ill wake me when its over like a mad dean mama does it go sister never writes i bet you they would now feel ive called this single man no ones gonna worry about this when im on no ones gonna miss until they pull me out the misty i bet nobody can remember what color eyes are on my face ima think ima pretend
Adam Jensen - The Mystic,i never really had a place broken cigarettes and bullied holes want more to the chest till im alone nothing gets me any higher and nothing ever will try to stay so much try to stay clean wagon and wind and silver like a mad dean wagon and those who go just the new rides bet you they would never feel like called this cigarette no ones gonna worry and notice when im alone and i dont care who no one miss until theyre gone
Adam Jensen - The Mystic,they pulled me out the misty tell the preacher not to play theres no angels where im off only pieces that im broken got it dreams across the floor im home try to stay sober try to stay clean im playing with women so much like a mad dean im with those in gold sister never writes i bet you they would never feel ive called this sick of mine no ones gonna worry and love this way no more and ill give you no one missing
Adele_Skyfall,this is the end hold your breath and count
Adele_Skyfall,to tend to feel the earth moving then hear my heart burst again for this is the end ive drowned and dreamt this moment so overdue i owe the sweet away im still
Adele_Skyfall,hey let the sky fall when we come home we will stand tall face it all together let the sky fall when we come home we will stand tall face it all together let the sky fall let the sky fall
Agnes_Obel_Run_Cried_The_Crawling,i in oh home yeah yeah ooooh
Agnes_Obel_Run_Cried_The_Crawling,ive been in my heart and soul trying in the room i left them all going following you put them in the ground pull before them because im never known to them like you
Agnes_Obel_Run_Cried_The_Crawling,pair and um r ah
Agnes_Obel_Run_Cried_The_Crawling,in my heart and soul trying in the room we took the walk alone now we are through were delirious in the ground well be falling but guess im here alone too like you need to look at the way though you took a fool
Agnes_Obel_Run_Cried_The_Crawling,popin for the day wasnt it you in my heart and soul theres nothing we can do sun is blowing golden on me at the moon
Agnes_Obel_Run_Cried_The_Crawling,im alright here you are im done im alright here you are im done im alright only here you are im done im alright here you are im done
